Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,Org_Complexity,RD_Intensity
1,Services,USA,7229.3212430423,0.713815899430293,-0.0934584218074343,4,0.159286119785238
2,Technology,LatAm,20200.3436447401,0.433720091624797,0.127279048496713,3,1.10756444961775
3,Services,USA,10540.7364060293,0.520533827479212,-0.292712066526072,0,0.684119955931823
4,Manufacturing,LatAm,56361.5149666283,0.201857251354343,0.619092930548092,3,0.421038046070233
5,Manufacturing,LatAm,18226.7611855285,0.817715250245901,-0.409183410511894,4,0.35606523827833
6,Technology,LatAm,30458.3042074216,0.700923817475232,0.179194811515855,4,0.420539766743768
7,Services,USA,4796.83448096013,1.0,-1.10772094346899,2,0.131022270667056
8,Retail,LatAm,44230.6213962394,0.644038738619192,0.028274784224783,5,0.332762458080085
9,Finance,Europe,6523.0317570187,0.265026866184179,-0.528912315126612,1,0.158127936188704
10,Technology,Europe,71036.2579240089,0.0,0.15408794411479,0,1.02052275860616
11,Technology,USA,25037.6557938557,0.45824849188475,0.105342577098416,5,0.329944553361458
12,Energy,LatAm,124053.866925836,0.684549746720506,0.0497838338265489,4,0.298975030004755
13,Manufacturing,Europe,45168.2437767688,0.0,0.99290192641724,1,0.00792282271205888
14,Services,USA,32782.6778672884,0.0,1.00099752496968,1,0.454774287908329
15,Retail,Europe,26364.5855456833,0.224400996336642,0.0783651926457696,3,0.278400137298355
16,Services,Europe,26690.066391564,0.347581205258287,0.202976335702824,3,0.11819599258124
17,Services,USA,37195.6836427223,0.100518786910384,0.530359684199273,3,0.0742061500801386
18,Energy,Europe,15141.8846362417,0.146660447142626,-0.0891688299039212,5,0.62308755847028
19,Finance,Europe,84887.8030373452,0.0,1.07281187253937,6,0.283251843960677
20,Energy,Europe,31928.5825170794,0.285307919015875,0.172983698069794,3,0.218548569906857
21,Energy,Europe,27860.7729093756,0.454740682266835,0.0801965590299726,4,0.248055276756077
22,Retail,Europe,16895.9909155878,0.450034042140412,0.0815398038041987,5,0.741065852472276
23,Services,LatAm,14154.5535269835,0.437666770675086,-0.0147699620147661,1,0.960668237144589
24,Manufacturing,USA,35630.5757243778,0.992360936032825,0.555278230265678,6,0.153480853280754
25,Manufacturing,Europe,39355.6754919069,0.282350130179128,0.457113565179527,4,0.52096868110612
26,Energy,LatAm,22638.5070780928,0.402490579644569,0.173345478655576,4,0.382407846722186
27,Technology,USA,37454.2975287589,0.0,0.240630629023476,3,0.700393733641936
28,Services,LatAm,38313.0379078585,1.0,0.346433261477394,3,0.42276620921286
29,Finance,Europe,12871.6822336252,1.0,-0.719900488828665,2,0.443925237987513
30,Technology,USA,28515.08619939,1.0,0.153364768617253,5,1.10021130649417
31,Energy,LatAm,17810.778354217,0.699190529689883,0.0690070099062632,3,0.833559654984912
32,Services,LatAm,24066.9090663107,0.791047956714781,-0.770367345933718,3,0.411577504546356
33,Retail,USA,23939.7712306125,0.0433611922289784,0.0605602021778955,3,0.0762408410295523
34,Finance,USA,17296.0633757001,0.994761890063378,-0.707462814419412,2,0.251946101671894
35,Manufacturing,Europe,34121.2423065621,0.0,0.70879199645542,3,0.724659211960665
36,Retail,USA,37230.2461226012,0.409426383505975,0.0177607992207846,2,0.305680640269413
37,Energy,USA,40144.9019050002,0.0,0.00450192838158403,3,0.908460132466854
38,Energy,LatAm,12758.3616157104,0.290231370258928,0.255852363644396,1,0.403925461065297
39,Manufacturing,LatAm,11208.8406994984,0.783524975588559,-0.714278525165377,2,0.654024076071111
40,Services,USA,7737.68113048496,1.0,-0.621115073680807,2,0.206301416352502
41,Finance,Europe,10008.7432735547,0.565912452901316,0.0171596165074125,1,0.187985306994395
42,Retail,USA,12820.731811682,0.0,0.0190192753411807,5,0.604720565360113
43,Retail,USA,59072.1858397899,0.0,0.039843745858777,4,0.299694859301241
44,Services,Europe,32957.2116137889,0.0,0.433265498321308,2,0.0649624180560083
45,Technology,USA,75842.1098626864,0.298314187696595,0.141484417176795,4,1.181024323544
46,Energy,Europe,41648.6990536695,0.00823170735172551,0.0772412111078399,4,0.567266098101
47,Manufacturing,Europe,40810.5312673307,0.814051260861122,-0.580257612561323,2,0.0835397607430607
48,Retail,USA,11915.5815034582,1.0,-0.0107428694682166,6,0.00977580569685121
49,Retail,Europe,25502.3912139016,1.0,0.0119257356978444,0,0.324269755064225
50,Finance,LatAm,62706.2936884003,0.773430528671983,0.401994436717176,4,0.350557405823079
51,Retail,LatAm,33221.7982888825,0.672858042020892,0.0635887668511779,4,0.751701972529281
52,Manufacturing,LatAm,22743.0902707375,0.847619198332692,0.178966728888897,3,0.37305806766459
53,Energy,USA,11835.1017430353,0.536768282808488,0.203726163656079,3,0.249306679553202
54,Energy,LatAm,13649.996190443,0.319331641122964,0.151200100403775,5,0.173814011487507
55,Services,Europe,11044.5168071833,0.901544801593034,0.00194882321886154,2,0.295472550135484
56,Energy,Europe,40645.2523001147,0.0,0.280712975080985,1,0.481039325104847
57,Technology,LatAm,28061.7574891146,0.804473053985427,0.164509447555199,1,1.24355007144255
58,Retail,Europe,26948.3531606585,0.525712029414047,0.06285561088818,5,0.26977967558323
59,Energy,Europe,17489.0203099723,0.0,0.179504241664672,5,0.114832270967779
60,Manufacturing,USA,5896.62785261966,1.0,-1.35682698587129,4,0.615503175676667
61,Finance,USA,12293.4625325907,0.316175066442003,-0.0272422840799029,3,0.292617364014848
62,Finance,LatAm,18642.7732983605,0.625598207548057,-1.38522063759243,2,0.0240104156957461
63,Technology,USA,18317.8451665721,0.541014465088744,0.151196738626617,1,0.454198690421292
64,Technology,USA,21242.3841560244,1.0,0.0637795150103978,2,0.184637344230388
65,Services,LatAm,27395.7428924676,0.504481738615954,-0.828133287178062,1,0.293108392885351
66,Technology,Europe,30079.519925648,0.539662346357976,0.143038112538092,4,0.772135311738198
67,Technology,Europe,38291.5235741348,1.0,0.147064615596411,3,0.906985956983054
68,Energy,Europe,31710.232149504,0.467425627276475,0.0430276400323805,4,0.828240982322056
69,Technology,USA,78834.0757173492,0.466738017161378,0.0399083625067967,1,1.12926786137393
70,Manufacturing,Europe,11305.9471393871,0.711651341667923,-0.0911002919668664,5,0.245080440689039
71,Energy,LatAm,30394.0967644318,0.82543174553816,-0.00949941220142683,4,0.147807537352821
72,Manufacturing,LatAm,19588.2423735441,0.0137763116775256,-0.0851936349678824,4,1.26612215607768
73,Finance,USA,25019.062506416,0.160866252232485,0.241833059332272,3,0.275629124982241
74,Retail,LatAm,26057.3994818,0.58649503816783,0.0794399273822242,2,0.136580357200938
75,Retail,USA,27887.7542754298,1.0,0.103795867050145,1,0.0511747617372387
76,Technology,LatAm,13601.9318285933,0.43530168984699,-0.275639149855463,3,1.76134887767663
77,Services,USA,6480.87499824757,0.532146651249129,-0.212679455431321,2,0.288745597250592
78,Energy,LatAm,20436.003782833,0.479197499387781,0.138500682205746,4,0.990400127382227
79,Finance,USA,9328.3236479034,1.0,-0.149438194578924,5,0.0964040873955929
80,Technology,LatAm,63948.3310920967,0.48135515363382,0.308729514570625,4,0.450092525307568
81,Energy,Europe,21847.5242751982,1.0,0.0582105096904841,1,0.22794500397509
82,Technology,USA,14161.478154297,1.0,0.201737133487627,5,0.2146789530114
83,Energy,LatAm,14502.988517984,0.887291121934675,0.122278082511478,2,0.625540624212523
84,Services,Europe,20942.9195148891,0.341301916899676,0.510034264346694,5,0.147526571712556
85,Technology,USA,54187.0658090154,0.0,0.098531358036255,3,0.617492577879556
86,Finance,USA,11023.5981553847,0.0726968632654904,-0.278520889198127,2,0.464689677180626
87,Energy,Europe,16682.4728180691,0.0,0.214042024167308,2,0.788651380401923
88,Technology,Europe,39255.9266268165,0.0,0.146854128522243,6,0.672159045563645
89,Technology,USA,56103.2607013264,0.0,0.16786784227691,6,0.270989280772788
90,Services,USA,40909.2067410851,0.104678420276242,0.734923125491695,1,0.768353102570338
91,Technology,Europe,9649.00615370352,1.0,0.214159774211901,3,0.871260559600238
92,Retail,LatAm,11632.8920624454,0.79068359131484,-0.0108922324695602,0,0.493974854071971
93,Services,Europe,38101.7394472549,0.840641595688537,-0.475280026676602,1,0.268485439313794
94,Technology,LatAm,16963.2542384005,0.466597001865671,0.243109606123679,1,0.575669555732289
95,Manufacturing,Europe,34909.4162900927,0.81899221479479,-0.0802117705207751,5,0.460940445116068
96,Retail,Europe,48810.3120285909,0.0,-0.203399058012945,3,0.796975486190164
97,Retail,LatAm,15749.782056809,0.350212561669631,0.0488136912522049,4,0.886830510585913
98,Services,LatAm,15327.3415038064,0.631615286023526,-0.0787800615145976,4,0.348417038619774
99,Manufacturing,LatAm,86580.9100147901,0.962672675052828,0.976744976930013,5,0.143853110801441
100,Manufacturing,LatAm,49040.1538854097,0.368599874605554,0.340926950687558,3,0.498451621457572
101,Manufacturing,Europe,36609.3096108315,0.0,0.721051713453365,0,0.608335304182705
102,Finance,USA,5870.47447676999,0.841807662279024,-0.900643577504746,0,0.18753344765225
103,Manufacturing,Europe,61161.3964795774,0.0,1.06283113101769,4,0.140889073747722
104,Manufacturing,USA,27071.6311880212,0.833172599438637,-0.194848739269987,3,0.11825087623996
105,Technology,USA,38160.7408879537,0.0,0.19180518393519,2,0.954646689873814
106,Finance,USA,38574.5257490797,1.0,-0.579412294640094,4,0.413712676653611
107,Finance,USA,73822.1984778583,0.522699451885108,0.126242472317962,4,0.738556762234389
108,Technology,Europe,31320.6420751606,0.722355617483245,0.232700247219792,4,1.08281240812794
109,Energy,LatAm,20764.0925269375,0.720950050126181,0.11716691551521,4,0.583826031122967
110,Technology,LatAm,20521.5397111511,0.736620135434897,0.221529367087845,3,0.831107796996131
111,Technology,USA,172596.610526159,0.0,0.212162020179215,1,0.444701507721594
112,Technology,Europe,39286.739392357,0.0897542879344895,0.232250597691498,5,0.321755887834381
113,Services,USA,18284.0417042358,0.379676673999351,-0.330186618947725,4,0.854736535732827
114,Technology,LatAm,24360.6139100296,0.94460147069262,0.181062301416565,3,0.544018757564551
115,Services,USA,23269.1137345426,0.862545804688667,-0.395652942302255,1,0.548291547198089
116,Technology,USA,37792.0447375939,0.855840845269638,0.125615168805867,4,0.844776350174186
117,Energy,Europe,3642.02514975743,1.0,0.113904306349688,6,0.076977560400934
118,Services,Europe,14771.5249733786,0.592911953654847,-0.134910537375443,3,0.0881727783500036
119,Retail,USA,19719.2084023862,0.0816597127377819,0.0677740642556617,1,1.11084009785606
120,Manufacturing,LatAm,18181.0080128491,0.291079701233622,-0.246505642089145,2,0.338894072200801
121,Technology,LatAm,12160.7315860084,0.393654127544948,0.158601324959952,4,0.956318756542283
122,Technology,LatAm,26158.854610489,0.760628184737847,0.226151894721521,1,0.226798207821849
